timestamp_Beijing,sway_speed_dps,temperature_C,humidity_RH,pressure_hPa,lux,wire_foreign_object
2025-09-10 19:00,17.43,17.16,61.63,1011.03,1.16,0
2025-09-10 19:30,24.46,17.10,68.18,1012.97,1.37,0
2025-09-10 20:00,22.31,16.41,73.22,1010.92,1.96,0
2025-09-10 20:30,20.78,15.68,75.25,1013.17,0.00,0
2025-09-10 21:00,34.37,15.06,61.61,1012.84,1.11,0
2025-09-10 21:30,30.46,14.17,76.82,1012.75,0.00,0
2025-09-10 22:00,29.54,12.92,77.15,1011.78,3.86,0
2025-09-10 22:30,196.11,11.60,73.97,1014.40,0.00,0
2025-09-10 23:00,20.38,11.88,70.54,1011.79,0.00,0
2025-09-10 23:30,33.07,12.13,80.51,1011.19,2.26,0
2025-09-11 00:00,31.92,12.96,83.17,1014.07,0.63,1
2025-09-11 00:30,25.59,12.18,77.95,1012.30,0.43,0
2025-09-11 01:00,25.42,11.07,76.76,1014.67,0.00,0
2025-09-11 01:30,14.70,13.47,68.37,1011.87,1.47,0
2025-09-11 02:00,12.81,12.60,62.36,1016.85,0.00,0
2025-09-11 02:30,162.93,12.99,71.57,1015.35,0.00,0
2025-09-11 03:00,100.56,14.96,68.25,1013.93,0.22,0
2025-09-11 03:30,8.05,16.96,64.81,1012.33,0.66,0
2025-09-11 04:00,16.25,17.52,70.07,1015.04,0.00,0
2025-09-11 04:30,19.34,16.39,63.09,1016.22,1.56,0
2025-09-11 05:00,13.90,17.24,69.09,1017.70,0.00,0
2025-09-11 05:30,18.83,17.20,63.94,1014.86,3.52,0
2025-09-11 06:00,20.76,18.71,66.90,1014.78,0.00,0
2025-09-11 06:30,23.99,21.77,60.54,1012.37,393.48,0
2025-09-11 07:00,30.03,22.49,59.37,1015.78,1299.67,0
2025-09-11 07:30,19.44,22.14,68.83,1017.32,2252.63,0
2025-09-11 08:00,19.16,23.99,59.64,1014.29,3668.73,0
2025-09-11 08:30,27.25,25.07,60.93,1014.41,4796.60,0
2025-09-11 09:00,26.05,26.11,55.87,1016.80,5845.97,0
2025-09-11 09:30,30.71,27.35,59.29,1016.60,6961.31,0
2025-09-11 10:00,26.65,25.80,54.02,1012.43,8073.34,0
2025-09-11 10:30,194.45,28.41,54.70,1013.21,8778.53,0
2025-09-11 11:00,29.49,27.06,64.21,1014.13,9520.22,0
2025-09-11 11:30,135.22,27.60,58.94,1012.91,9969.01,0
2025-09-11 12:00,23.36,28.77,53.11,1011.18,9939.93,0
2025-09-11 12:30,25.96,27.23,52.68,1010.00,9969.68,0
2025-09-11 13:00,26.61,28.67,55.17,1013.20,9634.06,0
2025-09-11 13:30,27.76,28.02,58.99,1012.35,8886.14,0
2025-09-11 14:00,14.04,25.84,58.92,1012.52,8039.83,0
2025-09-11 14:30,94.34,25.99,69.04,1013.00,7045.70,0
2025-09-11 15:00,9.13,26.43,57.94,1013.33,5947.45,0
2025-09-11 15:30,17.64,23.97,57.97,1011.07,4750.63,0
2025-09-11 16:00,15.36,24.67,61.13,1008.50,3369.04,0
2025-09-11 16:30,21.83,23.70,63.05,1013.01,2467.33,0
2025-09-11 17:00,17.35,21.69,59.22,1009.45,1419.84,0
2025-09-11 17:30,23.92,20.60,60.74,1011.29,503.05,0
2025-09-11 18:00,21.59,19.80,64.86,1010.29,97.00,0
2025-09-11 18:30,29.85,19.01,66.26,1011.02,0.00,0
2025-09-11 19:00,198.13,17.71,61.10,1010.82,2.78,0
2025-09-11 19:30,25.04,16.45,70.12,1012.06,0.09,0
2025-09-11 20:00,26.91,16.02,79.85,1010.29,0.00,0
2025-09-11 20:30,21.67,15.32,71.86,1010.13,0.00,0
2025-09-11 21:00,21.26,14.91,78.24,1012.35,0.00,0
2025-09-11 21:30,24.46,13.67,55.88,1011.36,1.08,0
2025-09-11 22:00,20.76,13.13,79.97,1012.34,0.00,0
2025-09-11 22:30,32.52,13.28,69.34,1011.40,2.79,0
2025-09-11 23:00,26.44,12.82,80.64,1011.71,2.12,1
2025-09-11 23:30,29.17,11.67,74.89,1009.64,0.00,1
2025-09-12 00:00,24.79,12.35,73.97,1014.59,2.87,0
2025-09-12 00:30,26.18,13.30,76.24,1014.34,0.00,0
2025-09-12 01:00,29.48,12.26,81.45,1010.71,0.00,0
2025-09-12 01:30,18.29,11.92,76.08,1014.83,1.00,0
2025-09-12 02:00,16.02,12.88,71.43,1013.20,4.16,0
2025-09-12 02:30,12.39,13.01,82.56,1011.69,0.00,0
2025-09-12 03:00,16.60,15.34,68.74,1014.42,0.00,0
2025-09-12 03:30,18.12,14.98,70.22,1013.97,4.68,0
2025-09-12 04:00,7.60,16.12,63.27,1015.83,0.00,0
2025-09-12 04:30,9.46,17.17,67.37,1015.05,1.44,1
2025-09-12 05:00,15.41,18.38,63.38,1015.69,4.07,0
2025-09-12 05:30,21.65,18.83,62.51,1016.79,0.00,0
2025-09-12 06:00,15.64,19.79,69.39,1015.76,91.65,0
2025-09-12 06:30,17.91,21.59,66.14,1016.09,546.41,0
2025-09-12 07:00,29.51,22.18,61.11,1013.88,1283.27,0
2025-09-12 07:30,26.21,23.10,58.95,1015.96,2415.18,0
2025-09-12 08:00,20.57,24.30,62.89,1013.18,3491.63,0
2025-09-12 08:30,34.09,24.47,62.68,1017.47,4643.05,0
2025-09-12 09:00,22.51,25.36,58.22,1016.43,6153.29,0
2025-09-12 09:30,20.77,26.55,58.70,1013.65,7115.52,0
2025-09-12 10:00,23.64,26.98,46.04,1015.76,7990.60,0
2025-09-12 10:30,30.71,25.98,53.73,1013.96,8846.93,0
2025-09-12 11:00,22.21,28.47,56.44,1016.75,9405.37,0
2025-09-12 11:30,25.30,27.22,58.40,1012.35,9858.19,0
2025-09-12 12:00,31.37,27.82,57.56,1012.63,10000.00,0
2025-09-12 12:30,158.22,27.87,57.27,1014.45,9930.12,0
2025-09-12 13:00,22.09,27.43,60.61,1014.54,9563.10,0
2025-09-12 13:30,17.45,27.22,54.64,1013.42,8812.10,0
2025-09-12 14:00,12.92,27.58,52.68,1011.73,8124.68,0
2025-09-12 14:30,23.02,26.39,58.28,1013.03,7001.59,0
2025-09-12 15:00,21.39,24.88,55.76,1010.37,5885.95,0
2025-09-12 15:30,10.52,25.48,62.40,1012.25,4624.20,0
2025-09-12 16:00,18.93,23.85,57.62,1009.32,3496.13,0
2025-09-12 16:30,12.40,22.65,66.09,1012.99,2335.19,0
2025-09-12 17:00,143.58,22.50,65.87,1010.11,1247.08,1
2025-09-12 17:30,14.00,20.60,59.06,1010.19,520.74,0
2025-09-12 18:00,18.38,19.75,53.73,1012.70,12.23,0
2025-09-12 18:30,19.28,17.82,61.23,1012.11,0.00,0
2025-09-12 19:00,20.36,18.31,66.68,1011.55,0.43,0
2025-09-12 19:30,137.29,16.92,64.89,1009.98,1.36,1
2025-09-12 20:00,30.37,15.35,67.22,1010.05,0.00,0
2025-09-12 20:30,32.22,15.51,70.37,1011.78,0.83,0
2025-09-12 21:00,29.39,14.63,68.59,1011.51,0.00,0
2025-09-12 21:30,33.88,12.46,80.04,1010.32,0.00,0
2025-09-12 22:00,34.81,12.69,66.56,1014.25,0.45,0
2025-09-12 22:30,23.12,11.98,77.52,1010.99,0.65,0
2025-09-12 23:00,21.59,11.81,65.28,1014.88,0.00,0
2025-09-12 23:30,25.06,11.92,78.52,1012.07,2.56,0
2025-09-13 00:00,26.34,11.58,76.62,1012.07,0.43,0
2025-09-13 00:30,19.61,12.98,75.35,1014.13,0.00,0
2025-09-13 01:00,17.98,12.43,71.45,1012.83,1.83,0
2025-09-13 01:30,24.61,11.54,65.39,1012.54,0.00,0
2025-09-13 02:00,120.03,13.06,71.99,1012.56,1.25,0
2025-09-13 02:30,19.20,14.61,76.32,1015.93,0.00,0
2025-09-13 03:00,13.44,14.83,77.11,1013.25,0.00,0
2025-09-13 03:30,8.08,15.46,73.52,1016.03,0.00,0
2025-09-13 04:00,130.73,15.24,67.60,1011.57,1.77,0
2025-09-13 04:30,67.41,16.91,70.22,1015.66,0.00,0
2025-09-13 05:00,15.09,17.88,67.48,1012.77,2.64,0
2025-09-13 05:30,24.90,18.38,71.44,1018.00,2.06,0
2025-09-13 06:00,25.77,19.83,75.67,1018.24,0.00,0
2025-09-13 06:30,22.93,20.43,73.23,1013.12,613.87,0
2025-09-13 07:00,30.88,22.80,58.83,1014.63,1289.16,0
2025-09-13 07:30,30.65,22.08,55.30,1014.21,2464.63,1
2025-09-13 08:00,31.30,23.83,40.54,1016.58,3552.19,0
2025-09-13 08:30,34.28,25.21,62.06,1015.71,4748.35,0
2025-09-13 09:00,24.57,25.14,55.17,1018.04,5973.95,0
2025-09-13 09:30,24.11,25.95,50.04,1011.38,7007.30,0
2025-09-13 10:00,27.61,26.14,52.29,1013.50,8029.63,0
2025-09-13 10:30,25.99,28.07,52.56,1013.24,8936.11,0
2025-09-13 11:00,22.52,27.57,49.76,1009.94,9560.03,0
2025-09-13 11:30,22.08,27.62,48.83,1012.59,9841.75,0
2025-09-13 12:00,31.08,27.31,54.23,1013.29,10000.00,0
2025-09-13 12:30,24.51,27.53,60.98,1011.44,9917.27,0
2025-09-13 13:00,18.76,28.30,53.78,1013.42,9521.37,0
2025-09-13 13:30,21.78,28.39,56.60,1009.74,8909.28,0
2025-09-13 14:00,13.19,27.44,55.31,1013.97,8061.85,0
2025-09-13 14:30,13.92,24.76,57.67,1010.97,7033.91,1
2025-09-13 15:00,8.19,26.39,58.45,1010.97,6137.74,0
2025-09-13 15:30,17.65,25.04,54.99,1010.73,4674.38,0
2025-09-13 16:00,18.85,23.35,53.03,1008.24,3663.10,0
2025-09-13 16:30,17.63,23.01,70.43,1009.04,2358.93,0
2025-09-13 17:00,13.00,22.85,63.71,1011.60,1321.67,0
2025-09-13 17:30,209.29,21.11,61.10,1010.75,334.99,0
2025-09-13 18:00,18.61,19.98,67.38,1010.42,45.86,0
2025-09-13 18:30,28.40,18.46,66.51,1013.55,0.00,0
2025-09-13 19:00,20.23,18.03,73.65,1010.95,2.16,0
2025-09-13 19:30,31.16,17.15,67.04,1010.68,1.21,0
2025-09-13 20:00,27.47,15.47,68.43,1011.84,0.00,0
2025-09-13 20:30,30.30,15.71,77.08,1010.98,1.19,0
2025-09-13 21:00,109.81,14.29,68.71,1011.39,1.92,0
2025-09-13 21:30,29.06,15.05,75.20,1011.44,1.73,0
2025-09-13 22:00,29.27,14.32,69.54,1010.96,2.24,0
2025-09-13 22:30,31.55,12.89,71.49,1012.08,0.00,0
2025-09-13 23:00,26.38,11.83,75.63,1014.07,1.76,0
2025-09-13 23:30,27.09,12.13,80.70,1012.62,2.25,0
2025-09-14 00:00,28.15,11.51,81.16,1013.39,2.02,0
2025-09-14 00:30,17.67,12.57,72.47,1012.74,0.00,0
2025-09-14 01:00,26.10,12.17,77.00,1011.80,1.96,0
2025-09-14 01:30,22.69,14.35,70.29,1012.52,0.00,0
2025-09-14 02:00,15.02,13.54,71.99,1013.66,0.73,0
2025-09-14 02:30,14.88,13.62,74.06,1014.97,0.08,0
2025-09-14 03:00,8.34,13.75,70.27,1013.98,0.00,0
2025-09-14 03:30,18.69,15.95,80.74,1013.15,0.00,0
2025-09-14 04:00,19.34,15.25,70.95,1014.82,0.00,0
2025-09-14 04:30,17.41,16.84,69.75,1013.86,2.17,0
2025-09-14 05:00,18.82,17.58,73.54,1015.75,4.21,0
2025-09-14 05:30,14.78,19.25,59.29,1011.15,0.00,0
2025-09-14 06:00,18.29,20.20,66.52,1015.04,0.00,0
2025-09-14 06:30,21.00,21.40,76.34,1014.97,340.83,0
2025-09-14 07:00,26.79,21.96,57.67,1015.20,1274.37,1
2025-09-14 07:30,18.77,23.11,71.34,1013.68,2256.46,0
2025-09-14 08:00,194.78,23.77,59.41,1014.26,3469.86,0
2025-09-14 08:30,22.71,24.77,52.54,1016.01,4708.06,0
2025-09-14 09:00,32.90,25.23,55.26,1013.05,6064.00,0
2025-09-14 09:30,20.64,25.99,63.14,1016.12,7127.72,0
2025-09-14 10:00,30.56,26.78,52.06,1011.58,8033.95,0
2025-09-14 10:30,34.36,27.80,55.90,1013.56,8939.92,0
2025-09-14 11:00,23.64,27.67,56.37,1014.85,9522.25,0
2025-09-14 11:30,32.71,27.78,55.84,1012.56,9840.78,0
2025-09-14 12:00,18.86,28.88,48.32,1013.40,10000.00,0
2025-09-14 12:30,20.71,28.55,57.39,1009.72,9967.54,0
2025-09-14 13:00,28.02,27.99,58.62,1014.53,9319.74,0
2025-09-14 13:30,17.96,26.84,54.91,1009.76,8978.19,0
2025-09-14 14:00,19.87,27.40,49.26,1011.77,8163.62,0
2025-09-14 14:30,21.22,26.98,58.48,1012.15,7042.48,0
2025-09-14 15:00,10.12,26.55,66.08,1012.32,6068.23,0
2025-09-14 15:30,11.94,23.36,57.74,1013.12,4710.19,0
2025-09-14 16:00,22.08,23.95,46.90,1009.96,3402.64,0
2025-09-14 16:30,16.13,22.73,53.14,1010.64,2412.22,0
2025-09-14 17:00,20.52,21.82,69.40,1010.41,1315.55,0
2025-09-14 17:30,22.16,20.17,63.15,1009.43,499.20,0
2025-09-14 18:00,22.63,19.86,58.11,1010.11,0.00,0
2025-09-14 18:30,15.65,19.33,64.99,1009.72,0.00,0
2025-09-14 19:00,31.82,17.81,65.94,1012.25,0.76,0
2025-09-14 19:30,27.02,17.17,70.32,1013.87,3.46,0
2025-09-14 20:00,28.33,15.39,81.51,1013.84,0.00,0
2025-09-14 20:30,29.11,15.07,68.94,1011.97,0.00,0
2025-09-14 21:00,32.12,14.30,71.11,1012.27,0.00,0
2025-09-14 21:30,31.16,14.13,72.72,1010.45,1.69,0
2025-09-14 22:00,32.16,12.84,87.91,1013.24,0.00,0
2025-09-14 22:30,23.36,12.10,81.13,1011.92,1.02,1
2025-09-14 23:00,26.60,12.13,82.20,1012.89,0.00,0
2025-09-14 23:30,19.51,12.49,77.05,1014.61,1.27,0
2025-09-15 00:00,30.83,12.17,76.91,1012.68,0.32,0
2025-09-15 00:30,28.74,12.49,81.89,1012.64,0.00,0
2025-09-15 01:00,27.70,11.88,71.48,1015.17,0.00,0
2025-09-15 01:30,25.52,12.69,74.17,1012.07,0.84,0
2025-09-15 02:00,24.77,12.75,77.59,1014.64,0.16,0
2025-09-15 02:30,12.46,14.07,70.18,1011.91,0.00,0
2025-09-15 03:00,9.71,14.11,72.04,1015.99,0.00,0
2025-09-15 03:30,8.22,15.15,77.61,1014.65,0.00,0
2025-09-15 04:00,7.72,16.43,67.25,1014.83,0.00,0
2025-09-15 04:30,20.97,16.45,64.26,1011.22,0.00,0
2025-09-15 05:00,19.71,18.70,66.96,1013.94,0.00,0
2025-09-15 05:30,25.52,18.44,68.23,1013.82,0.00,0
2025-09-15 06:00,25.65,20.04,62.37,1015.93,0.00,0
2025-09-15 06:30,23.75,21.26,61.37,1013.24,442.32,0
2025-09-15 07:00,18.22,22.02,66.52,1015.86,1430.65,0
2025-09-15 07:30,24.68,23.70,58.35,1015.69,2591.58,0
2025-09-15 08:00,27.99,24.40,59.18,1014.46,3607.26,0
2025-09-15 08:30,28.90,24.78,54.06,1013.07,4697.53,0
2025-09-15 09:00,26.34,25.53,58.46,1012.21,5940.00,0
2025-09-15 09:30,32.09,26.88,49.93,1015.42,7141.18,0
2025-09-15 10:00,26.46,26.79,60.39,1012.24,8149.75,0
2025-09-15 10:30,20.02,26.74,61.15,1012.41,8909.19,0
2025-09-15 11:00,202.47,27.65,59.31,1013.15,9454.87,1
2025-09-15 11:30,29.94,27.23,52.35,1010.71,9922.54,0
2025-09-15 12:00,23.16,28.15,57.81,1012.28,10000.00,0
2025-09-15 12:30,22.48,27.56,55.07,1015.11,9900.46,0
2025-09-15 13:00,20.54,27.48,56.82,1011.11,9567.42,0
2025-09-15 13:30,24.47,28.44,58.80,1011.64,8973.95,0
2025-09-15 14:00,20.68,27.01,55.18,1012.11,8111.15,0
2025-09-15 14:30,22.41,26.92,61.90,1011.14,6920.42,0
2025-09-15 15:00,19.14,25.26,49.57,1009.98,5955.04,0
2025-09-15 15:30,21.30,25.12,59.72,1010.12,4814.20,0
2025-09-15 16:00,21.07,24.64,60.57,1013.98,3560.85,0
2025-09-15 16:30,15.07,22.99,56.94,1015.43,2365.96,0
2025-09-15 17:00,18.37,23.57,63.79,1012.38,1325.39,0
2025-09-15 17:30,25.14,20.65,64.27,1012.82,450.44,0
2025-09-15 18:00,26.69,20.17,52.39,1014.33,0.00,0
2025-09-15 18:30,22.09,18.87,71.11,1014.47,0.37,0
2025-09-15 19:00,20.11,18.62,61.24,1011.88,4.16,0
2025-09-15 19:30,23.07,17.05,65.36,1009.88,2.15,0
2025-09-15 20:00,32.24,14.84,59.04,1012.02,1.15,0
2025-09-15 20:30,21.40,14.95,68.65,1009.35,2.50,0
2025-09-15 21:00,25.81,14.00,73.51,1010.12,2.02,0
2025-09-15 21:30,26.78,13.07,69.29,1011.94,0.00,0
2025-09-15 22:00,31.78,13.81,78.37,1011.98,0.00,0
2025-09-15 22:30,23.71,11.98,65.55,1014.62,0.00,0
2025-09-15 23:00,33.24,11.97,69.70,1012.17,0.00,0
2025-09-15 23:30,19.93,12.78,71.10,1012.38,0.00,0
2025-09-16 00:00,23.81,12.02,77.89,1012.40,1.49,0
2025-09-16 00:30,20.62,12.70,78.57,1014.94,1.42,1
2025-09-16 01:00,21.71,11.65,67.80,1015.56,1.57,0
2025-09-16 01:30,28.30,13.77,76.15,1011.27,2.62,0
2025-09-16 02:00,24.24,12.58,82.16,1011.61,0.83,0
2025-09-16 02:30,12.38,12.85,71.34,1015.75,0.00,0
2025-09-16 03:00,10.24,15.15,79.80,1012.15,0.00,0
2025-09-16 03:30,18.00,14.53,68.21,1013.31,2.64,0
2025-09-16 04:00,18.71,15.31,75.62,1016.82,1.42,0
2025-09-16 04:30,155.66,16.05,68.93,1013.77,2.45,0
2025-09-16 05:00,22.94,17.09,69.65,1016.10,2.14,0
2025-09-16 05:30,13.24,17.99,67.27,1015.04,2.87,0
2025-09-16 06:00,29.08,19.80,80.26,1015.59,0.00,0
2025-09-16 06:30,16.00,20.82,59.71,1018.21,569.86,0
2025-09-16 07:00,24.85,23.00,57.85,1013.93,1294.12,0
2025-09-16 07:30,29.64,23.35,65.04,1016.06,2500.11,0
2025-09-16 08:00,31.73,23.28,55.54,1013.85,3606.93,0
2025-09-16 08:30,29.02,25.85,54.31,1012.60,4604.63,0
2025-09-16 09:00,24.05,26.10,64.77,1013.72,5920.64,0
2025-09-16 09:30,188.27,26.47,57.73,1013.09,7185.21,0
2025-09-16 10:00,26.47,26.73,55.06,1013.16,8094.94,0
2025-09-16 10:30,33.32,26.97,59.71,1012.30,8907.75,0
2025-09-16 11:00,33.04,27.18,59.01,1011.66,9409.93,0
2025-09-16 11:30,21.78,28.44,60.86,1014.15,9742.07,0
2025-09-16 12:00,20.55,27.82,61.67,1011.23,9983.58,0
2025-09-16 12:30,25.95,27.90,54.16,1013.70,9829.69,0
2025-09-16 13:00,29.38,27.94,57.58,1013.30,9493.00,0
2025-09-16 13:30,27.35,27.20,54.20,1013.27,8864.45,0
2025-09-16 14:00,13.68,27.69,59.12,1010.56,8072.78,0
2025-09-16 14:30,10.01,25.47,49.91,1009.31,7043.14,0
2025-09-16 15:00,21.19,26.09,56.00,1010.78,5890.86,0
2025-09-16 15:30,16.78,25.41,61.81,1013.20,4807.34,0
2025-09-16 16:00,9.19,23.51,66.70,1011.95,3630.04,0
2025-09-16 16:30,11.46,23.00,57.53,1010.00,2319.01,0
2025-09-16 17:00,11.28,21.99,62.54,1012.08,1193.85,0
2025-09-16 17:30,25.74,22.17,58.37,1009.61,393.48,1
2025-09-16 18:00,17.53,20.61,66.81,1009.68,37.08,0
2025-09-16 18:30,128.26,17.76,61.92,1010.24,2.99,0
2025-09-16 19:00,23.12,17.42,65.22,1010.37,0.00,0
2025-09-16 19:30,23.78,15.95,63.03,1012.14,0.00,0
2025-09-16 20:00,29.58,16.49,68.45,1009.16,3.03,0
2025-09-16 20:30,30.47,15.13,70.41,1009.54,0.00,0
2025-09-16 21:00,20.03,14.51,70.10,1012.68,0.00,0
